Case ID,Case Date,Day,Week,Cases,Events
2874,21/12/2010,442,63,1,1
3497,22/12/2010,443,63,1,1
2767,22/12/2010,443,63,1,1
2785,24/12/2010,445,63,1,1
2784,24/12/2010,445,63,1,1
4063,27/12/2010,448,63,1,1
3230,27/12/2010,448,63,1,1
2781,27/12/2010,448,63,1,1
2984,27/12/2010,448,63,1,1
2780,28/12/2010,449,64,1,1
4702,28/12/2010,449,64,1,1
2356,29/12/2010,450,64,2,1
2438,29/12/2010,450,64,1,1
2875,29/12/2010,450,64,1,1
2782,30/12/2010,451,64,2,1
2440,30/12/2010,451,64,1,1
2790,30/12/2010,451,64,1,1
2820,3/01/2011,455,64,1,1
3231,3/01/2011,455,64,1,1
3232,3/01/2011,455,64,1,1
2821,3/01/2011,455,64,1,1
2904,4/01/2011,456,65,3,1
2964,4/01/2011,456,65,2,1
2818,4/01/2011,456,65,1,1
2877,4/01/2011,456,65,1,1
2965,4/01/2011,456,65,1,1
2817,5/01/2011,457,65,1,1
2870,5/01/2011,457,65,1,1
3255,5/01/2011,457,65,1,1
2919,6/01/2011,458,65,1,1
3233,6/01/2011,458,65,1,1
2973,6/01/2011,458,65,1,1
3401,6/01/2011,458,65,1,1
3495,6/01/2011,458,65,1,1
3496,6/01/2011,458,65,1,1
2868,7/01/2011,459,65,1,1
3447,7/01/2011,459,65,1,1
2846,8/01/2011,460,65,5,1
3430,8/01/2011,460,65,1,1
2865,8/01/2011,460,65,1,1
3435,9/01/2011,461,65,1,1
3242,9/01/2011,461,65,1,1
2876,9/01/2011,461,65,1,1
3362,9/01/2011,461,65,1,1
2852,10/01/2011,462,65,4,1
4064,11/01/2011,463,66,2,1
4065,11/01/2011,463,66,2,1
2862,11/01/2011,463,66,1,1
3026,11/01/2011,463,66,1,1
2923,11/01/2011,463,66,1,1
3234,12/01/2011,464,66,1,1
2924,12/01/2011,464,66,1,1
2961,12/01/2011,464,66,1,1
2871,12/01/2011,464,66,1,1
2898,13/01/2011,465,66,1,1
3116,14/01/2011,466,66,1,1
2951,15/01/2011,467,66,2,1
2886,15/01/2011,467,66,1,1
3021,16/01/2011,468,66,1,1
3025,16/01/2011,468,66,1,1
3019,16/01/2011,468,66,1,1
2952,17/01/2011,469,66,2,1
3235,17/01/2011,469,66,1,1
2907,17/01/2011,469,66,1,1
3367,17/01/2011,469,66,1,1
3013,17/01/2011,469,66,1,1
3090,17/01/2011,469,66,1,1
2972,17/01/2011,469,66,1,1
2941,17/01/2011,469,66,1,1
2930,17/01/2011,469,66,1,1
2922,18/01/2011,470,67,1,1
2968,18/01/2011,470,67,1,1
2957,19/01/2011,471,67,1,1
2978,19/01/2011,471,67,1,1
3244,19/01/2011,471,67,1,1
3449,19/01/2011,471,67,1,1
2954,21/01/2011,473,67,2,1
2974,21/01/2011,473,67,1,1
2953,21/01/2011,473,67,1,1
3304,22/01/2011,474,67,6,1
3434,23/01/2011,475,67,1,1
3415,23/01/2011,475,67,1,1
2959,24/01/2011,476,67,6,1
3280,24/01/2011,476,67,1,1
2976,24/01/2011,476,67,1,1
2987,25/01/2011,477,68,1,1
3267,25/01/2011,477,68,1,1
3256,25/01/2011,477,68,1,1
3429,26/01/2011,478,68,1,1
2977,27/01/2011,479,68,1,1
3117,27/01/2011,479,68,1,1
3366,28/01/2011,480,68,1,1
3266,28/01/2011,480,68,1,1
3667,28/01/2011,480,68,1,1
3023,28/01/2011,480,68,1,1
3173,29/01/2011,481,68,1,1
3236,30/01/2011,482,68,1,1
3287,30/01/2011,482,68,1,1
3416,30/01/2011,482,68,1,1
3171,30/01/2011,482,68,1,1
3024,30/01/2011,482,68,1,1
2969,31/01/2011,483,68,1,1
3670,31/01/2011,483,68,1,1
3417,31/01/2011,483,68,1,1
3241,31/01/2011,483,68,1,1
2979,1/02/2011,484,69,1,1
2997,1/02/2011,484,69,1,1
3122,1/02/2011,484,69,1,1
2991,1/02/2011,484,69,1,1
2996,1/02/2011,484,69,1,1
3243,1/02/2011,484,69,1,1
3123,2/02/2011,485,69,1,1
3310,2/02/2011,485,69,1,1
3055,3/02/2011,486,69,1,1
3154,3/02/2011,486,69,1,1
3054,4/02/2011,487,69,1,1
3494,4/02/2011,487,69,1,1
3053,5/02/2011,488,69,1,1
3059,5/02/2011,488,69,1,1
3028,5/02/2011,488,69,1,1
3030,6/02/2011,489,69,1,1
3119,7/02/2011,490,69,1,1
4703,7/02/2011,490,69,1,1
3261,7/02/2011,490,69,1,1
3022,7/02/2011,490,69,1,1
3040,7/02/2011,490,69,1,1
3420,8/02/2011,491,70,1,1
4088,8/02/2011,491,70,1,1
3279,8/02/2011,491,70,1,1
4066,9/02/2011,492,70,1,1
4067,9/02/2011,492,70,1,1
3253,9/02/2011,492,70,1,1
3060,9/02/2011,492,70,1,1
3089,10/02/2011,493,70,1,1
3118,11/02/2011,494,70,1,1
7836,11/02/2011,494,70,1,1
3237,11/02/2011,494,70,1,1
3270,11/02/2011,494,70,1,1
3402,12/02/2011,495,70,6,1
3428,14/02/2011,497,70,1,1
3598,14/02/2011,497,70,1,1
3534,14/02/2011,497,70,1,1
3169,15/02/2011,498,71,1,1
3433,15/02/2011,498,71,1,1
3251,15/02/2011,498,71,1,1
3177,15/02/2011,498,71,1,1
3342,16/02/2011,499,71,1,1
3210,16/02/2011,499,71,1,1
3167,16/02/2011,499,71,1,1
3403,17/02/2011,500,71,1,1
3207,18/02/2011,501,71,1,1
3202,18/02/2011,501,71,1,1
3170,18/02/2011,501,71,1,1
3278,20/02/2011,503,71,1,1
3365,20/02/2011,503,71,1,1
3311,21/02/2011,504,71,3,1
3596,21/02/2011,504,71,1,1
3245,21/02/2011,504,71,1,1
3414,22/02/2011,505,72,1,1
3290,23/02/2011,506,72,1,1
3209,23/02/2011,506,72,1,1
3211,23/02/2011,506,72,1,1
4068,23/02/2011,506,72,1,1
3364,25/02/2011,508,72,1,1
3226,25/02/2011,508,72,1,1
3272,25/02/2011,508,72,1,1
3225,26/02/2011,509,72,1,1
3286,26/02/2011,509,72,1,1
3273,27/02/2011,510,72,1,1
3227,1/03/2011,512,73,6,1
4069,3/03/2011,514,73,1,1
3297,3/03/2011,514,73,1,1
3302,4/03/2011,515,73,1,1
3404,4/03/2011,515,73,1,1
3323,6/03/2011,517,73,11,1
3300,6/03/2011,517,73,1,1
3298,7/03/2011,518,73,1,1
3306,7/03/2011,518,73,1,1
3405,8/03/2011,519,74,1,1
3305,8/03/2011,519,74,1,1
3406,8/03/2011,519,74,1,1
3315,9/03/2011,520,74,1,1
3363,9/03/2011,520,74,1,1
3314,10/03/2011,521,74,1,1
3407,10/03/2011,521,74,1,1
3318,11/03/2011,522,74,1,1
3475,11/03/2011,522,74,1,1
4070,11/03/2011,522,74,1,1
4071,12/03/2011,523,74,1,1
3317,13/03/2011,524,74,1,1
4072,14/03/2011,525,74,1,1
3319,15/03/2011,526,75,1,1
3408,15/03/2011,526,75,1,1
3450,17/03/2011,528,75,1,1
3321,18/03/2011,529,75,1,1
3339,20/03/2011,531,75,1,1
3327,20/03/2011,531,75,1,1
3330,21/03/2011,532,75,1,1
4073,22/03/2011,533,76,1,1
3411,22/03/2011,533,76,1,1
3325,22/03/2011,533,76,1,1
4074,22/03/2011,533,76,1,1
3324,22/03/2011,533,76,1,1
3527,25/03/2011,536,76,1,1
3331,25/03/2011,536,76,1,1
3530,25/03/2011,536,76,1,1
3341,25/03/2011,536,76,1,1
3451,26/03/2011,537,76,1,1
3535,27/03/2011,538,76,2,1
3412,27/03/2011,538,76,2,1
6002,28/03/2011,539,76,1,1
3522,30/03/2011,541,77,1,1
6003,30/03/2011,541,77,1,1
3419,30/03/2011,541,77,1,1
3418,30/03/2011,541,77,1,1
5998,31/03/2011,542,77,1,1
4075,31/03/2011,542,77,1,1
3421,2/04/2011,544,77,1,1
3390,4/04/2011,546,77,1,1
4077,4/04/2011,546,77,1,1
3452,4/04/2011,546,77,1,1
4076,4/04/2011,546,77,1,1
4079,5/04/2011,547,78,5,1
3424,5/04/2011,547,78,2,1
4078,5/04/2011,547,78,5,1
4080,5/04/2011,547,78,5,1
3423,5/04/2011,547,78,2,1
4081,5/04/2011,547,78,5,1
4082,5/04/2011,547,78,5,1
4083,6/04/2011,548,78,1,1
6004,6/04/2011,548,78,1,1
3431,7/04/2011,549,78,1,1
3456,7/04/2011,549,78,1,1
3432,7/04/2011,549,78,1,1
3956,8/04/2011,550,78,5,1
6005,9/04/2011,551,78,1,1
3458,9/04/2011,551,78,1,1
3464,11/04/2011,553,78,1,1
3460,11/04/2011,553,78,1,1
3466,12/04/2011,554,79,1,1
6008,13/04/2011,555,79,3,1
6006,13/04/2011,555,79,1,1
6007,13/04/2011,555,79,1,1
3463,14/04/2011,556,79,1,1
3582,15/04/2011,557,79,1,1
6000,16/04/2011,558,79,1,1
3490,17/04/2011,559,79,1,1
3942,18/04/2011,560,79,1,1
3524,19/04/2011,561,80,1,1
3586,20/04/2011,562,80,1,1
6001,24/04/2011,566,80,1,1
3561,25/04/2011,567,80,1,1
3588,25/04/2011,567,80,1,1
3503,26/04/2011,568,81,1,1
3471,27/04/2011,569,81,1,1
3489,28/04/2011,570,81,1,1
3592,28/04/2011,570,81,1,1
3474,29/04/2011,571,81,1,1
3890,30/04/2011,572,81,1,1
3943,30/04/2011,572,81,1,1
3600,2/05/2011,574,81,3,1
3525,3/05/2011,575,82,1,1
3601,4/05/2011,576,82,3,1
3602,4/05/2011,576,82,3,1
3718,4/05/2011,576,82,1,1
3504,4/05/2011,576,82,1,1
3892,4/05/2011,576,82,1,1
3506,7/05/2011,579,82,1,1
3581,7/05/2011,579,82,1,1
3893,7/05/2011,579,82,1,1
3565,9/05/2011,581,82,1,1
3505,9/05/2011,581,82,1,1
3591,9/05/2011,581,82,1,1
3480,9/05/2011,581,82,1,1
3593,10/05/2011,582,83,1,1
3589,12/05/2011,584,83,1,1
3531,15/05/2011,587,83,1,1
3894,16/05/2011,588,83,1,1
3639,18/05/2011,590,84,1,1
3642,20/05/2011,592,84,1,1
3540,21/05/2011,593,84,1,1
3538,22/05/2011,594,84,1,1
3556,23/05/2011,595,84,1,1
3944,23/05/2011,595,84,1,1
3557,23/05/2011,595,84,1,1
3549,24/05/2011,596,85,1,1
3543,25/05/2011,597,85,1,1
3548,25/05/2011,597,85,1,1
3594,27/05/2011,599,85,1,1
3643,29/05/2011,601,85,1,1
3622,30/05/2011,602,85,1,1
3568,30/05/2011,602,85,1,1
3885,31/05/2011,603,86,1,1
3590,2/06/2011,605,86,1,1
3608,3/06/2011,606,86,1,1
3609,3/06/2011,606,86,1,1
12046,6/06/2011,609,86,1,1
3610,7/06/2011,610,87,1,1
3758,7/06/2011,610,87,1,1
3636,7/06/2011,610,87,1,1
3597,8/06/2011,611,87,1,1
3628,9/06/2011,612,87,6,1
3638,10/06/2011,613,87,1,1
3658,11/06/2011,614,87,1,1
3889,12/06/2011,615,87,1,1
3945,12/06/2011,615,87,1,1
3637,14/06/2011,617,88,1,1
3946,15/06/2011,618,88,1,1
3641,16/06/2011,619,88,1,1
3947,17/06/2011,620,88,1,1
3651,18/06/2011,621,88,1,1
3948,20/06/2011,623,88,1,1
3680,21/06/2011,624,89,2,1
3396,21/06/2011,624,89,1,1
3657,22/06/2011,625,89,1,1
3645,23/06/2011,626,89,1,1
4168,24/06/2011,627,89,1,1
3682,24/06/2011,627,89,1,1
3683,25/06/2011,628,89,1,1
3925,27/06/2011,630,89,1,1
3949,28/06/2011,631,90,1,1
3679,28/06/2011,631,90,1,1
3674,29/06/2011,632,90,1,1
3671,30/06/2011,633,90,1,1
3678,2/07/2011,635,90,1,1
3756,2/07/2011,635,90,1,1
3693,4/07/2011,637,90,1,1
3755,9/07/2011,642,91,1,1
3757,10/07/2011,643,91,1,1
3769,16/07/2011,649,92,5,1
3708,16/07/2011,649,92,1,1
3737,17/07/2011,650,92,1,1
3739,17/07/2011,650,92,1,1
3736,19/07/2011,652,93,1,1
3776,24/07/2011,657,93,1,1
3738,25/07/2011,658,93,1,1
3741,26/07/2011,659,94,1,1
3780,27/07/2011,660,94,1,1
3786,27/07/2011,660,94,1,1
3881,28/07/2011,661,94,1,1
3753,28/07/2011,661,94,1,1
3742,29/07/2011,662,94,1,1
3882,30/07/2011,663,94,1,1
3785,30/07/2011,663,94,1,1
3884,31/07/2011,664,94,1,1
3883,31/07/2011,664,94,1,1
3839,1/08/2011,665,94,1,1
3787,3/08/2011,667,95,1,1
4169,3/08/2011,667,95,1,1
3950,6/08/2011,670,95,1,1
4170,6/08/2011,670,95,1,1
3880,6/08/2011,670,95,1,1
4171,7/08/2011,671,95,1,1
3873,9/08/2011,673,96,3,1
3806,9/08/2011,673,96,1,1
3969,11/08/2011,675,96,1,1
3951,11/08/2011,675,96,1,1
3871,11/08/2011,675,96,1,1
4029,12/08/2011,676,96,1,1
4172,12/08/2011,676,96,1,1
4728,13/08/2011,677,96,1,1
3877,13/08/2011,677,96,1,1
4729,13/08/2011,677,96,1,1
5537,14/08/2011,678,96,1,1
3952,15/08/2011,679,96,1,1
3986,18/08/2011,682,97,1,1
4202,18/08/2011,682,97,1,1
3953,18/08/2011,682,97,1,1
3988,18/08/2011,682,97,1,1
3954,20/08/2011,684,97,1,1
6043,20/08/2011,684,97,1,1
4150,22/08/2011,686,97,1,1
3933,22/08/2011,686,97,1,1
3985,23/08/2011,687,98,1,1
4301,24/08/2011,688,98,1,1
3924,24/08/2011,688,98,1,1
3955,25/08/2011,689,98,1,1
5540,28/08/2011,692,98,3,1
4032,28/08/2011,692,98,1,1
4026,29/08/2011,693,98,1,1
4249,30/08/2011,694,99,1,1
4250,2/09/2011,697,99,1,1
4173,2/09/2011,697,99,1,1
4247,3/09/2011,698,99,1,1
4730,5/09/2011,700,99,1,1
4091,5/09/2011,700,99,1,1
5536,5/09/2011,700,99,1,1
4302,5/09/2011,700,99,1,1
4151,6/09/2011,701,100,1,1
4346,6/09/2011,701,100,1,1
4483,6/09/2011,701,100,1,1
4924,6/09/2011,701,100,1,1
5717,7/09/2011,702,100,1,1
4731,9/09/2011,704,100,1,1
4265,9/09/2011,704,100,1,1
4925,9/09/2011,704,100,1,1
4409,10/09/2011,705,100,1,1
4689,11/09/2011,706,100,1,1
4691,13/09/2011,708,101,1,1
5425,14/09/2011,709,101,1,1
4410,15/09/2011,710,101,1,1
4485,17/09/2011,712,101,1,1
4359,17/09/2011,712,101,1,1
4358,17/09/2011,712,101,1,1
4360,18/09/2011,713,101,1,1
4693,18/09/2011,713,101,1,1
4357,18/09/2011,713,101,1,1
4356,19/09/2011,714,101,1,1
4389,21/09/2011,716,102,1,1
4732,22/09/2011,717,102,1,1
4692,24/09/2011,719,102,1,1
4799,26/09/2011,721,102,1,1
4393,27/09/2011,722,103,1,1
4694,28/09/2011,723,103,1,1
4433,1/10/2011,726,103,1,1
4630,1/10/2011,726,103,1,1
4444,1/10/2011,726,103,1,1
5525,2/10/2011,727,103,1,1
5526,2/10/2011,727,103,1,1
4437,3/10/2011,728,103,1,1
6047,3/10/2011,728,103,1,1
4704,4/10/2011,729,104,1,1
4448,4/10/2011,729,104,1,1
5427,4/10/2011,729,104,1,1
4734,4/10/2011,729,104,1,1
4736,5/10/2011,730,104,1,1
4491,6/10/2011,731,104,1,1
4749,8/10/2011,733,104,1,1
5426,9/10/2011,734,104,1,1
5228,9/10/2011,734,104,1,1
4627,9/10/2011,734,104,1,1
4751,10/10/2011,735,104,1,1
5528,10/10/2011,735,104,1,1
6046,11/10/2011,736,105,1,1
4715,12/10/2011,737,105,1,1
4714,12/10/2011,737,105,1,1
4752,13/10/2011,738,105,1,1
4795,13/10/2011,738,105,1,1
4739,14/10/2011,739,105,9,1
5529,15/10/2011,740,105,1,1
4794,17/10/2011,742,105,1,1
4737,17/10/2011,742,105,1,1
4738,17/10/2011,742,105,1,1
6300,17/10/2011,742,105,1,1
4690,17/10/2011,742,105,1,1
4805,18/10/2011,743,106,4,1
6045,18/10/2011,743,106,1,1
7466,18/10/2011,743,106,1,1
5229,18/10/2011,743,106,1,1
4771,19/10/2011,744,106,1,1
4735,19/10/2011,744,106,1,1
4770,20/10/2011,745,106,1,1
4917,20/10/2011,745,106,1,1
4772,20/10/2011,745,106,1,1
5227,21/10/2011,746,106,1,1
4779,21/10/2011,746,106,1,1
4777,21/10/2011,746,106,1,1
5530,22/10/2011,747,106,1,1
4801,22/10/2011,747,106,1,1
4904,22/10/2011,747,106,1,1
5053,24/10/2011,749,106,1,1
4793,25/10/2011,750,107,1,1
4815,25/10/2011,750,107,1,1
5015,26/10/2011,751,107,3,1
5258,26/10/2011,751,107,1,1
5428,26/10/2011,751,107,1,1
9000,26/10/2011,751,107,1,1
4800,26/10/2011,751,107,1,1
5016,27/10/2011,752,107,3,1
5017,27/10/2011,752,107,4,1
5230,27/10/2011,752,107,1,1
6135,27/10/2011,752,107,1,1
5189,27/10/2011,752,107,1,1
4811,27/10/2011,752,107,1,1
5052,27/10/2011,752,107,1,1
5640,27/10/2011,752,107,1,1
5639,29/10/2011,754,107,1,1
4816,29/10/2011,754,107,1,1
5641,30/10/2011,755,107,1,1
5534,30/10/2011,755,107,1,1
5642,30/10/2011,755,107,1,1
4923,31/10/2011,756,107,1,1
5259,31/10/2011,756,107,1,1
5535,31/10/2011,756,107,1,1
4888,1/11/2011,757,108,1,1
4889,1/11/2011,757,108,1,1
5065,2/11/2011,758,108,1,1
4919,2/11/2011,758,108,1,1
4920,2/11/2011,758,108,1,1
5644,3/11/2011,759,108,1,1
4979,3/11/2011,759,108,1,1
5465,3/11/2011,759,108,1,1
5055,3/11/2011,759,108,1,1
6042,5/11/2011,761,108,1,1
4980,5/11/2011,761,108,1,1
5533,6/11/2011,762,108,1,1
5643,6/11/2011,762,108,1,1
5531,7/11/2011,763,108,1,1
5062,7/11/2011,763,108,1,1
5061,7/11/2011,763,108,1,1
5532,8/11/2011,764,109,1,1
5464,8/11/2011,764,109,1,1
5018,8/11/2011,764,109,1,1
5063,9/11/2011,765,109,1,1
6040,9/11/2011,765,109,1,1
6286,9/11/2011,765,109,1,1
5269,10/11/2011,766,109,1,1
5718,10/11/2011,766,109,1,1
5116,10/11/2011,766,109,1,1
5260,10/11/2011,766,109,1,1
5064,11/11/2011,767,109,1,1
5066,11/11/2011,767,109,1,1
9718,11/11/2011,767,109,1,1
5151,12/11/2011,768,109,1,1
6044,15/11/2011,771,110,1,1
5462,15/11/2011,771,110,1,1
5268,16/11/2011,772,110,1,1
5651,18/11/2011,774,110,1,1
5653,19/11/2011,775,110,1,1
5654,19/11/2011,775,110,1,1
5424,20/11/2011,776,110,1,1
5226,21/11/2011,777,110,1,1
5652,21/11/2011,777,110,1,1
5257,21/11/2011,777,110,1,1
6396,23/11/2011,779,111,1,1
6395,23/11/2011,779,111,1,1
5646,25/11/2011,781,111,1,1
5648,26/11/2011,782,111,3,1
5649,26/11/2011,782,111,3,1
5650,26/11/2011,782,111,3,1
5719,26/11/2011,782,111,1,1
5645,26/11/2011,782,111,1,1
7929,29/11/2011,785,112,1,1
5544,29/11/2011,785,112,1,1
5604,29/11/2011,785,112,1,1
5647,30/11/2011,786,112,1,1
7924,30/11/2011,786,112,1,1
5657,3/12/2011,789,112,1,1
3110,4/12/2011,790,112,1,1
7916,5/12/2011,791,112,1,1
5542,5/12/2011,791,112,1,1
5432,6/12/2011,792,113,1,1
5460,7/12/2011,793,113,1,1
5551,8/12/2011,794,113,1,1
5461,8/12/2011,794,113,1,1
6302,8/12/2011,794,113,1,1
5541,8/12/2011,794,113,1,1
5601,9/12/2011,795,113,1,1
6119,10/12/2011,796,113,1,1
5502,11/12/2011,797,113,1,1
5598,12/12/2011,798,113,1,1
5472,12/12/2011,798,113,1,1
5990,12/12/2011,798,113,1,1
5501,13/12/2011,799,114,1,1
6717,14/12/2011,800,114,1,1
5552,14/12/2011,800,114,1,1
5655,16/12/2011,802,114,1,1
5602,18/12/2011,804,114,1,1
5543,19/12/2011,805,114,1,1
7918,21/12/2011,807,115,1,1
6144,22/12/2011,808,115,3,1
5992,22/12/2011,808,115,1,1
5600,23/12/2011,809,115,1,1
5993,23/12/2011,809,115,1,1
5608,23/12/2011,809,115,1,1
5638,24/12/2011,810,115,1,1
5722,25/12/2011,811,115,1,1
3517,27/12/2011,813,116,1,1
6728,30/12/2011,816,116,1,1
5755,30/12/2011,816,116,1,1
5721,30/12/2011,816,116,1,1
5994,31/12/2011,817,116,1,1
5753,3/01/2012,820,117,1,1
6553,3/01/2012,820,117,1,1
5723,3/01/2012,820,117,1,1
6714,4/01/2012,821,117,1,1
7930,4/01/2012,821,117,1,1
7917,5/01/2012,822,117,1,1
6344,6/01/2012,823,117,2,1
5817,6/01/2012,823,117,1,1
5849,6/01/2012,823,117,1,1
5818,7/01/2012,824,117,1,1
5737,8/01/2012,825,117,1,1
6732,8/01/2012,825,117,1,1
5819,9/01/2012,826,117,1,1
5820,10/01/2012,827,118,1,1
7007,10/01/2012,827,118,1,1
5732,10/01/2012,827,118,1,1
5821,11/01/2012,828,118,1,1
7925,12/01/2012,829,118,1,1
6123,12/01/2012,829,118,1,1
7931,12/01/2012,829,118,1,1
5752,13/01/2012,830,118,1,1
6124,14/01/2012,831,118,1,1
7927,14/01/2012,831,118,1,1
7926,14/01/2012,831,118,1,1
6731,15/01/2012,832,118,1,1
5829,15/01/2012,832,118,1,1
5834,15/01/2012,832,118,1,1
5764,16/01/2012,833,118,1,1
6779,17/01/2012,834,119,1,1
5833,17/01/2012,834,119,1,1
6713,19/01/2012,836,119,1,1
5756,19/01/2012,836,119,1,1
8169,20/01/2012,837,119,1,1
5825,21/01/2012,838,119,1,1
6735,21/01/2012,838,119,1,1
6125,23/01/2012,840,119,1,1
8175,23/01/2012,840,119,1,1
6122,23/01/2012,840,119,1,1
6346,24/01/2012,841,120,1,1
6343,26/01/2012,843,120,1,1
6220,26/01/2012,843,120,1,1
6795,27/01/2012,844,120,1,1
6037,30/01/2012,847,120,1,1
5846,30/01/2012,847,120,1,1
6342,30/01/2012,847,120,1,1
6316,1/02/2012,849,121,1,1
5852,2/02/2012,850,121,3,1
7195,2/02/2012,850,121,1,1
6781,3/02/2012,851,121,1,1
6221,3/02/2012,851,121,1,1
5981,3/02/2012,851,121,1,1
5854,3/02/2012,851,121,1,1
5847,5/02/2012,853,121,1,1
5848,7/02/2012,855,122,1,1
6341,7/02/2012,855,122,1,1
7192,8/02/2012,856,122,1,1
6020,10/02/2012,858,122,2,1
6021,10/02/2012,858,122,1,1
6127,11/02/2012,859,122,1,1
6899,13/02/2012,861,122,1,1
6442,13/02/2012,861,122,1,1
6033,14/02/2012,862,123,1,1
6317,16/02/2012,864,123,1,1
6034,16/02/2012,864,123,1,1
6035,17/02/2012,865,123,8,1
6026,17/02/2012,865,123,1,1
6340,18/02/2012,866,123,1,1
6128,20/02/2012,868,123,1,1
7932,24/02/2012,872,124,1,1
6304,26/02/2012,874,124,1,1
6339,26/02/2012,874,124,1,1
6796,27/02/2012,875,124,1,1
7928,27/02/2012,875,124,1,1
6782,28/02/2012,876,125,3,1
6231,28/02/2012,876,125,1,1
6347,28/02/2012,876,125,1,1
6785,28/02/2012,876,125,1,1
6259,29/02/2012,877,125,1,1
6260,29/02/2012,877,125,1,1
6552,1/03/2012,878,125,1,1
7566,3/03/2012,880,125,1,1
6354,4/03/2012,881,125,1,1
6357,5/03/2012,882,125,1,1
7596,7/03/2012,884,126,1,1
6791,8/03/2012,885,126,1,1
6700,8/03/2012,885,126,1,1
6701,8/03/2012,885,126,1,1
6474,15/03/2012,892,127,1,1
7922,19/03/2012,896,127,1,1
6696,20/03/2012,897,128,1,1
6534,22/03/2012,899,128,5,1
8099,23/03/2012,900,128,1,1
7599,23/03/2012,900,128,1,1
6535,24/03/2012,901,128,5,1
6697,25/03/2012,902,128,1,1
6783,26/03/2012,903,128,1,1
6797,27/03/2012,904,129,1,1
6834,29/03/2012,906,129,1,1
7601,30/03/2012,907,129,1,1
6780,30/03/2012,907,129,1,1
6907,30/03/2012,907,129,1,1
6662,1/04/2012,909,129,1,1
6765,1/04/2012,909,129,1,1
6663,2/04/2012,910,129,1,1
6874,3/04/2012,911,130,1,1
6875,3/04/2012,911,130,1,1
6905,4/04/2012,912,130,1,1
6836,4/04/2012,912,130,1,1
6835,5/04/2012,913,130,1,1
6740,5/04/2012,913,130,1,1
6901,6/04/2012,914,130,1,1
7567,7/04/2012,915,130,1,1
6790,7/04/2012,915,130,1,1
6763,7/04/2012,915,130,1,1
6792,8/04/2012,916,130,1,1
7568,9/04/2012,917,130,1,1
6762,9/04/2012,917,130,1,1
7027,10/04/2012,918,131,1,1
6749,10/04/2012,918,131,1,1
7569,11/04/2012,919,131,1,1
8166,11/04/2012,919,131,1,1
7421,12/04/2012,920,131,1,1
6800,12/04/2012,920,131,1,1
6847,12/04/2012,920,131,1,1
6814,13/04/2012,921,131,1,1
6812,13/04/2012,921,131,1,1
6009,13/04/2012,921,131,1,1
8098,13/04/2012,921,131,1,1
6764,14/04/2012,922,131,1,1
6775,14/04/2012,922,131,1,1
7381,14/04/2012,922,131,1,1
6811,15/04/2012,923,131,1,1
6903,15/04/2012,923,131,1,1
6817,15/04/2012,923,131,1,1
6871,16/04/2012,924,131,1,1
6773,16/04/2012,924,131,1,1
8097,16/04/2012,924,131,1,1
7218,16/04/2012,924,131,1,1
6784,16/04/2012,924,131,1,1
6821,17/04/2012,925,132,1,1
7219,19/04/2012,927,132,1,1
6887,19/04/2012,927,132,1,1
7193,20/04/2012,928,132,1,1
7220,20/04/2012,928,132,1,1
7194,22/04/2012,930,132,1,1
8028,23/04/2012,931,132,1,1
7430,25/04/2012,933,133,1,1
7225,25/04/2012,933,133,1,1
6010,25/04/2012,933,133,1,1
8024,26/04/2012,934,133,1,1
8170,27/04/2012,935,133,1,1
554,27/04/2012,935,133,1,1
7222,27/04/2012,935,133,1,1
6862,28/04/2012,936,133,1,1
6863,28/04/2012,936,133,1,1
553,28/04/2012,936,133,1,1
6904,28/04/2012,936,133,1,1
6839,28/04/2012,936,133,1,1
7059,30/04/2012,938,133,1,1
6846,30/04/2012,938,133,1,1
6953,1/05/2012,939,134,1,1
12044,1/05/2012,939,134,1,1
6950,1/05/2012,939,134,1,1
6886,2/05/2012,940,134,1,1
7605,3/05/2012,941,134,1,1
6951,4/05/2012,942,134,1,1
7517,5/05/2012,943,134,1,1
7019,5/05/2012,943,134,1,1
7229,5/05/2012,943,134,1,1
6947,6/05/2012,944,134,1,1
7122,7/05/2012,945,134,1,1
6975,8/05/2012,946,135,1,1
7385,8/05/2012,946,135,1,1
11785,9/05/2012,947,135,1,1
9717,9/05/2012,947,135,1,1
7519,9/05/2012,947,135,1,1
7020,10/05/2012,948,135,1,1
7231,10/05/2012,948,135,1,1
6977,10/05/2012,948,135,1,1
7021,10/05/2012,948,135,1,1
6990,10/05/2012,948,135,1,1
6991,11/05/2012,949,135,2,1
8171,11/05/2012,949,135,1,1
7121,11/05/2012,949,135,1,1
7607,11/05/2012,949,135,1,1
8177,12/05/2012,950,135,1,1
7236,13/05/2012,951,135,1,1
7031,15/05/2012,953,136,1,1
7608,15/05/2012,953,136,1,1
7520,16/05/2012,954,136,1,1
557,16/05/2012,954,136,1,1
7564,16/05/2012,954,136,1,1
12045,16/05/2012,954,136,1,1
7232,17/05/2012,955,136,1,1
7124,17/05/2012,955,136,1,1
7042,17/05/2012,955,136,1,1
7043,17/05/2012,955,136,1,1
785,18/05/2012,956,136,1,1
8073,18/05/2012,956,136,1,1
8172,18/05/2012,956,136,1,1
7090,19/05/2012,957,136,1,1
7107,20/05/2012,958,136,1,1
7191,20/05/2012,958,136,1,1
784,20/05/2012,958,136,1,1
